station,valid,tmpf,dwpf,relh,sped,p01i
MIA,2024-11-24 14:53,77.00,59.00,53.80,8.05,0.00
MIA,2024-11-24 15:53,75.00,57.00,53.52,9.20,0.00
MIA,2024-11-24 16:53,74.00,57.00,55.34,6.90,0.00
MIA,2024-11-24 17:53,72.00,57.00,59.20,4.60,0.00
MIA,2024-11-24 18:53,72.00,57.00,59.20,6.90,0.00
MIA,2024-11-24 19:53,71.00,58.00,63.49,3.45,0.00
MIA,2024-11-24 20:53,70.00,57.00,63.37,3.45,0.00
MIA,2024-11-24 21:53,69.00,57.00,65.57,3.45,0.00
MIA,2024-11-24 22:53,68.00,57.00,67.86,3.45,0.00
MIA,2024-11-24 23:53,67.00,57.00,70.24,4.60,0.00
MIA,2024-11-25 00:53,64.00,57.00,77.97,3.45,0.00
MIA,2024-11-25 01:53,67.00,57.00,70.24,4.60,0.00
MIA,2024-11-25 02:53,65.00,57.00,75.30,3.45,0.00
MIA,2024-11-25 03:53,65.00,57.00,75.30,4.60,0.00
MIA,2024-11-25 04:53,65.00,57.00,75.30,3.45,0.00
MIA,2024-11-25 05:53,65.00,57.00,75.30,4.60,0.00
MIA,2024-11-25 06:53,65.00,58.00,78.06,4.60,0.00
MIA,2024-11-25 07:53,68.00,58.00,70.35,0.00,0.00
MIA,2024-11-25 08:53,73.00,60.00,63.73,6.90,0.00
MIA,2024-11-25 09:53,76.00,61.00,59.72,5.75,0.00
MIA,2024-11-25 10:53,78.00,63.00,59.98,5.75,0.00
MIA,2024-11-25 11:53,81.00,64.00,56.30,12.65,0.00
MIA,2024-11-25 12:53,80.00,65.00,60.24,11.50,0.00
MIA,2024-11-25 13:53,80.00,64.00,58.17,6.90,0.00
MIA,2024-11-25 14:53,80.00,64.00,58.17,13.80,0.00
MIA,2024-11-25 15:53,77.00,63.00,62.00,9.20,0.00
MIA,2024-11-25 16:53,77.00,63.00,62.00,9.20,0.00
MIA,2024-11-25 17:53,75.00,63.00,66.27,8.05,0.00
MIA,2024-11-25 18:53,74.00,63.00,68.53,4.60,0.00
MIA,2024-11-25 19:53,73.00,63.00,70.87,4.60,0.00
MIA,2024-11-25 20:53,72.00,62.00,70.77,4.60,0.00
MIA,2024-11-25 21:53,71.00,62.00,73.21,3.45,0.00
MIA,2024-11-25 22:53,70.00,62.00,75.75,4.60,0.00
MIA,2024-11-25 23:53,68.00,62.00,81.12,0.00,0.00
MIA,2024-11-26 00:53,69.00,62.00,78.38,0.00,0.00
MIA,2024-11-26 01:53,71.00,63.00,75.84,4.60,0.00
MIA,2024-11-26 02:53,71.00,63.00,75.84,4.60,0.00
MIA,2024-11-26 03:53,69.00,62.00,78.38,0.00,0.00
MIA,2024-11-26 04:53,69.00,61.00,75.66,3.45,0.00
MIA,2024-11-26 05:53,68.00,61.00,78.30,0.00,0.00
MIA,2024-11-26 06:53,68.00,61.00,78.30,3.45,0.00
MIA,2024-11-26 07:53,71.00,62.00,73.21,0.00,0.00
MIA,2024-11-26 08:53,75.00,63.00,66.27,0.00,0.00
MIA,2024-11-26 09:53,78.00,65.00,64.33,0.00,0.00
MIA,2024-11-26 10:53,78.00,65.00,64.33,4.60,0.00
MIA,2024-11-26 11:53,82.00,66.00,58.43,5.75,0.00
MIA,2024-11-26 12:53,82.00,66.00,58.43,4.60,0.00
MIA,2024-11-26 13:53,83.00,68.00,60.62,10.35,0.00
MIA,2024-11-26 14:53,81.00,68.00,64.69,11.50,0.00
MIA,2024-11-26 15:53,80.00,67.00,64.57,8.05,0.00
MIA,2024-11-26 16:53,78.00,67.00,68.96,10.35,0.00
MIA,2024-11-26 17:53,76.00,66.00,71.18,6.90,0.00
MIA,2024-11-26 18:53,76.00,66.00,71.18,3.45,0.00
MIA,2024-11-26 19:53,75.00,66.00,73.59,4.60,0.00
MIA,2024-11-26 20:53,75.00,66.00,73.59,4.60,0.00
MIA,2024-11-26 21:53,72.00,66.00,81.41,3.45,0.00
MIA,2024-11-26 22:53,73.00,66.00,78.70,0.00,0.00
MIA,2024-11-26 23:53,72.00,66.00,81.41,4.60,0.00
MIA,2024-11-27 00:53,69.00,65.00,87.08,0.00,0.00
MIA,2024-11-27 01:53,68.00,64.00,87.03,0.00,0.00
MIA,2024-11-27 02:53,67.00,64.00,90.09,0.00,0.00
MIA,2024-11-27 03:53,67.00,64.00,90.09,0.00,0.00
MIA,2024-11-27 04:53,67.00,64.00,90.09,0.00,0.00
MIA,2024-11-27 05:53,67.00,64.00,90.09,0.00,0.00
MIA,2024-11-27 06:53,67.00,64.00,90.09,0.00,0.00
MIA,2024-11-27 07:53,71.00,65.00,81.34,0.00,0.00
MIA,2024-11-27 08:53,75.00,65.00,71.08,5.75,0.00
MIA,2024-11-27 09:53,78.00,64.00,62.12,13.80,0.00
MIA,2024-11-27 10:53,79.00,64.00,60.11,10.35,0.00
MIA,2024-11-27 11:53,81.00,63.00,54.36,6.90,0.00
MIA,2024-11-27 12:53,80.00,62.00,54.22,9.20,0.00
MIA,2024-11-27 13:53,80.00,61.00,52.33,9.20,0.00
MIA,2024-11-27 14:53,80.00,61.00,52.33,9.20,0.00
MIA,2024-11-27 15:53,79.00,62.00,56.03,9.20,0.00
MIA,2024-11-27 16:53,77.00,62.00,59.85,10.35,0.00
MIA,2024-11-27 17:53,75.00,61.00,61.75,8.05,0.00
MIA,2024-11-27 18:53,74.00,61.00,63.85,0.00,0.00
MIA,2024-11-27 19:53,74.00,61.00,63.85,0.00,0.00
MIA,2024-11-27 20:53,73.00,62.00,68.42,3.45,0.00
MIA,2024-11-27 21:53,72.00,62.00,70.77,0.00,0.00
MIA,2024-11-27 22:53,69.00,61.00,75.66,3.45,0.00
MIA,2024-11-27 23:53,69.00,62.00,78.38,0.00,0.00
MIA,2024-11-28 00:53,68.00,62.00,81.12,0.00,0.00
MIA,2024-11-28 01:53,67.00,62.00,83.97,0.00,0.00
MIA,2024-11-28 02:53,66.00,62.00,86.93,0.00,0.00
MIA,2024-11-28 03:53,65.00,62.00,90.01,3.45,0.00
MIA,2024-11-28 04:53,66.00,63.00,90.05,0.00,0.00
MIA,2024-11-28 05:53,66.00,63.00,90.05,0.00,0.00
MIA,2024-11-28 06:53,67.00,64.00,90.09,0.00,0.00
MIA,2024-11-28 07:53,70.00,67.00,90.21,0.00,0.00
MIA,2024-11-28 08:53,76.00,66.00,71.18,3.45,0.00
MIA,2024-11-28 09:53,79.00,67.00,66.72,3.45,0.00
MIA,2024-11-28 10:53,81.00,66.00,60.37,0.00,0.00
MIA,2024-11-28 11:53,83.00,66.00,56.57,5.75,0.00
MIA,2024-11-28 12:53,82.00,64.00,54.50,5.75,0.00
MIA,2024-11-28 13:53,83.00,66.00,56.57,5.75,0.00
MIA,2024-11-28 14:53,81.00,66.00,60.37,6.90,0.00
MIA,2024-11-28 15:53,81.00,66.00,60.37,8.05,0.00
MIA,2024-11-28 16:53,79.00,67.00,66.72,6.90,0.00
MIA,2024-11-28 17:53,76.00,66.00,71.18,3.45,0.00
MIA,2024-11-28 18:53,77.00,67.00,71.28,3.45,0.00
MIA,2024-11-28 19:53,76.00,68.00,76.27,3.45,0.00
MIA,2024-11-28 20:53,74.00,68.00,81.55,0.00,0.00
MIA,2024-11-28 21:53,74.00,68.00,81.55,5.75,0.00
MIA,2024-11-28 22:53,73.00,68.00,84.34,3.45,0.00
MIA,2024-11-28 23:53,71.00,67.00,87.19,4.60,0.00
MIA,2024-11-29 00:53,70.00,66.00,87.14,3.45,0.00
MIA,2024-11-29 01:53,69.00,65.00,87.08,0.00,0.00
MIA,2024-11-29 02:53,69.00,65.00,87.08,0.00,0.00
MIA,2024-11-29 03:53,68.00,64.00,87.03,0.00,0.00
MIA,2024-11-29 04:53,69.00,63.00,81.19,3.45,0.00
MIA,2024-11-29 05:53,68.00,63.00,84.03,3.45,0.00
MIA,2024-11-29 06:53,67.00,62.00,83.97,0.00,0.00
MIA,2024-11-29 07:53,70.00,63.00,78.46,0.00,0.00
MIA,2024-11-29 08:53,77.00,66.00,68.85,4.60,0.00
MIA,2024-11-29 09:53,80.00,69.00,69.17,0.00,0.00
MIA,2024-11-29 10:53,82.00,69.00,64.80,4.60,0.00
MIA,2024-11-29 11:53,82.00,69.00,64.80,3.45,0.00
MIA,2024-11-29 12:53,82.00,68.00,62.62,3.45,0.00
MIA,2024-11-29 13:53,83.00,68.00,60.62,5.75,0.00
MIA,2024-11-29 14:53,82.00,68.00,62.62,4.60,0.00
MIA,2024-11-29 15:53,82.00,68.00,62.62,0.00,0.00
MIA,2024-11-29 16:53,80.00,70.00,71.58,5.75,0.00
MIA,2024-11-29 17:53,78.00,71.00,79.09,3.45,0.00
MIA,2024-11-29 18:53,78.00,71.00,79.09,3.45,0.00
MIA,2024-11-29 19:53,78.00,71.00,79.09,3.45,0.00
MIA,2024-11-29 20:53,76.00,65.00,68.74,4.60,0.00
MIA,2024-11-29 21:53,75.00,61.00,61.75,4.60,0.00
MIA,2024-11-29 22:53,73.00,63.00,70.87,0.00,0.00
MIA,2024-11-29 23:53,73.00,66.00,78.70,4.60,0.00
