station,valid,tmpf,dwpf,relh,sped,p01i
LXV,2024-11-24 09:53,37.00,14.00,38.44,10.35,0.00
LXV,2024-11-24 10:53,37.00,16.00,41.95,6.90,0.00
LXV,2024-11-24 11:53,35.00,19.00,51.67,11.50,T
LXV,2024-11-24 12:53,34.00,20.00,56.12,0.00,0.00
LXV,2024-11-24 13:53,32.00,24.00,72.00,6.90,T
LXV,2024-11-24 14:53,32.00,24.00,72.00,6.90,T
LXV,2024-11-24 15:53,29.00,25.00,84.79,4.60,0.03
LXV,2024-11-24 16:53,30.00,22.00,71.78,4.60,T
LXV,2024-11-24 17:53,29.00,21.00,71.67,3.45,0.01
LXV,2024-11-24 18:53,27.00,21.00,77.80,5.75,T
LXV,2024-11-24 19:53,27.00,20.00,74.57,6.90,T
LXV,2024-11-24 20:53,24.00,17.00,74.26,6.90,0.00
LXV,2024-11-24 21:53,23.00,17.00,77.44,6.90,T
LXV,2024-11-24 22:53,22.00,16.00,77.34,9.20,T
LXV,2024-11-24 23:53,21.00,15.00,77.25,5.75,T
LXV,2024-11-25 00:53,21.00,15.00,77.25,6.90,T
LXV,2024-11-25 01:53,20.00,12.00,70.65,6.90,T
LXV,2024-11-25 02:53,18.00,10.00,70.41,4.60,0.00
LXV,2024-11-25 03:53,14.00,9.00,80.10,5.75,0.00
LXV,2024-11-25 04:53,13.00,7.00,76.48,8.05,0.00
LXV,2024-11-25 05:53,15.00,8.00,73.30,6.90,0.00
LXV,2024-11-25 06:53,15.00,7.00,70.06,6.90,0.00
LXV,2024-11-25 07:53,15.00,8.00,73.30,5.75,0.00
LXV,2024-11-25 08:53,24.00,10.00,54.59,4.60,0.00
LXV,2024-11-25 09:53,26.00,9.00,48.03,0.00,0.00
LXV,2024-11-25 10:53,26.00,5.00,40.06,0.00,0.00
LXV,2024-11-25 11:53,32.00,-3.00,21.58,6.90,0.00
LXV,2024-11-25 12:53,32.00,-4.00,20.57,6.90,0.00
LXV,2024-11-25 13:53,33.00,-3.00,20.73,5.75,0.00
LXV,2024-11-25 14:53,32.00,2.00,27.30,3.45,0.00
LXV,2024-11-25 15:53,29.00,6.00,37.06,8.05,0.00
LXV,2024-11-25 16:53,26.00,5.00,40.06,5.75,0.00
LXV,2024-11-25 17:53,24.00,5.00,43.54,3.45,0.00
LXV,2024-11-25 18:53,24.00,5.00,43.54,4.60,0.00
LXV,2024-11-25 19:53,24.00,5.00,43.54,0.00,0.00
LXV,2024-11-25 20:53,26.00,5.00,40.06,3.45,0.00
LXV,2024-11-25 21:53,27.00,10.00,48.20,6.90,0.00
LXV,2024-11-25 22:53,27.00,13.00,55.06,4.60,T
LXV,2024-11-25 23:53,26.00,14.00,59.96,4.60,0.00
LXV,2024-11-26 00:53,25.00,19.00,77.62,5.75,T
LXV,2024-11-26 01:53,25.00,20.00,81.01,4.60,0.01
LXV,2024-11-26 02:53,26.00,21.00,81.09,0.00,0.03
LXV,2024-11-26 03:53,25.00,21.00,84.53,0.00,0.03
LXV,2024-11-26 04:53,25.00,20.00,81.01,0.00,0.02
LXV,2024-11-26 05:53,25.00,21.00,84.53,0.00,0.04
LXV,2024-11-26 06:53,25.00,20.00,81.01,0.00,0.04
LXV,2024-11-26 07:53,25.00,21.00,84.53,0.00,0.07
LXV,2024-11-26 08:53,26.00,22.00,84.59,0.00,0.04
LXV,2024-11-26 09:53,27.00,22.00,81.17,0.00,0.03
LXV,2024-11-26 10:53,29.00,24.00,81.32,0.00,0.04
LXV,2024-11-26 11:53,30.00,25.00,81.40,0.00,0.02
LXV,2024-11-26 12:53,31.00,25.00,78.16,6.90,0.01
LXV,2024-11-26 13:53,31.00,26.00,81.48,0.00,0.02
LXV,2024-11-26 14:53,30.00,26.00,84.85,3.45,0.02
LXV,2024-11-26 15:53,30.00,25.00,81.40,4.60,0.03
LXV,2024-11-26 16:53,29.00,25.00,84.79,3.45,0.03
LXV,2024-11-26 17:53,29.00,24.00,81.32,0.00,0.02
LXV,2024-11-26 18:53,28.00,24.00,84.72,0.00,T
LXV,2024-11-26 19:53,27.00,24.00,88.28,4.60,0.01
LXV,2024-11-26 20:53,27.00,23.00,84.66,0.00,T
LXV,2024-11-26 21:53,28.00,24.00,84.72,3.45,0.03
LXV,2024-11-26 22:48,27.00,23.00,84.66,10.35,0.03
LXV,2024-11-26 23:53,27.00,22.00,81.17,5.75,0.08
LXV,2024-11-27 00:53,26.00,22.00,84.59,3.45,0.04
LXV,2024-11-27 01:53,26.00,22.00,84.59,5.75,0.05
LXV,2024-11-27 02:53,26.00,21.00,81.09,3.45,0.03
LXV,2024-11-27 03:53,25.00,21.00,84.53,0.00,0.02
LXV,2024-11-27 04:53,22.00,16.00,77.34,14.95,0.02
LXV,2024-11-27 05:53,21.00,14.00,73.94,8.05,0.03
LXV,2024-11-27 06:48,20.00,14.00,77.16,3.45,0.02
LXV,2024-11-27 07:53,20.00,14.00,77.16,3.45,T
LXV,2024-11-27 08:53,21.00,14.00,73.94,8.05,T
LXV,2024-11-27 09:53,20.00,14.00,77.16,10.35,0.01
LXV,2024-11-27 10:53,22.00,13.00,67.83,3.45,T
LXV,2024-11-27 11:53,21.00,11.00,64.77,12.65,T
LXV,2024-11-27 12:53,22.00,10.00,59.38,M,T
LXV,2024-11-27 13:53,21.00,12.00,67.71,10.35,T
LXV,2024-11-27 14:53,25.00,15.00,65.30,8.05,0.01
LXV,2024-11-27 15:53,24.00,13.00,62.36,4.60,T
LXV,2024-11-27 16:53,15.00,7.00,70.06,6.90,0.00
LXV,2024-11-27 17:53,11.00,5.00,76.28,6.90,0.00
LXV,2024-11-27 18:53,8.00,2.00,75.98,6.90,0.00
LXV,2024-11-27 19:53,5.00,-1.00,75.67,6.90,0.00
LXV,2024-11-27 20:53,7.00,2.00,79.50,4.60,0.00
LXV,2024-11-27 21:53,6.00,0.00,75.78,6.90,0.00
LXV,2024-11-27 22:53,0.00,-6.00,75.15,6.90,0.00
LXV,2024-11-27 23:53,2.00,-5.00,71.83,6.90,0.00
LXV,2024-11-28 00:53,1.00,-6.00,71.71,9.20,0.00
LXV,2024-11-28 01:53,-4.00,-10.00,74.72,8.05,0.00
LXV,2024-11-28 02:53,-4.00,-11.00,71.11,3.45,0.00
LXV,2024-11-28 03:53,0.00,-9.00,64.93,0.00,0.00
LXV,2024-11-28 04:53,-2.00,-10.00,67.93,0.00,0.00
LXV,2024-11-28 05:53,-6.00,-13.00,70.87,6.90,0.00
LXV,2024-11-28 06:53,-4.00,-12.00,67.67,6.90,0.00
LXV,2024-11-28 07:53,0.00,-7.00,71.59,5.75,0.00
LXV,2024-11-28 08:53,9.00,1.00,69.33,4.60,0.00
LXV,2024-11-28 09:53,16.00,6.00,64.09,3.45,0.00
LXV,2024-11-28 10:53,18.00,6.00,58.79,0.00,0.00
LXV,2024-11-28 11:53,28.00,6.00,38.61,6.90,0.00
LXV,2024-11-28 12:53,26.00,3.00,36.54,11.50,0.00
LXV,2024-11-28 13:53,25.00,5.00,41.76,12.65,0.00
LXV,2024-11-28 14:53,24.00,2.00,37.92,13.80,0.00
LXV,2024-11-28 15:53,24.00,4.00,41.59,6.90,0.00
LXV,2024-11-28 16:53,17.00,5.00,58.64,0.00,0.00
LXV,2024-11-28 17:53,14.00,1.00,55.54,5.75,0.00
LXV,2024-11-28 18:53,5.00,-2.00,72.18,5.75,0.00
LXV,2024-11-28 19:53,1.00,-5.00,75.25,6.90,0.00
LXV,2024-11-28 20:53,2.00,-5.00,71.83,10.35,0.00
LXV,2024-11-28 21:53,0.00,-7.00,71.59,4.60,0.00
LXV,2024-11-28 22:53,2.00,-5.00,71.83,11.50,0.00
LXV,2024-11-28 23:53,-2.00,-8.00,74.93,9.20,0.00
LXV,2024-11-29 00:53,0.00,-7.00,71.59,10.35,0.00
LXV,2024-11-29 01:53,1.00,-7.00,68.32,5.75,0.00
LXV,2024-11-29 02:53,2.00,-6.00,68.45,9.20,0.00
LXV,2024-11-29 03:53,0.00,-8.00,68.19,5.75,0.00
LXV,2024-11-29 04:53,-3.00,-11.00,67.80,8.05,0.00
LXV,2024-11-29 05:53,1.00,-7.00,68.32,4.60,0.00
LXV,2024-11-29 06:53,3.00,-7.00,62.26,5.75,0.00
LXV,2024-11-29 07:53,3.00,-4.00,71.95,0.00,0.00
LXV,2024-11-29 08:53,12.00,-1.00,55.22,0.00,0.00
LXV,2024-11-29 09:53,18.00,2.00,48.91,0.00,0.00
LXV,2024-11-29 10:53,29.00,6.00,37.06,4.60,0.00
LXV,2024-11-29 11:53,32.00,5.00,31.35,10.35,0.00
LXV,2024-11-29 12:53,32.00,4.00,29.94,10.35,0.00
LXV,2024-11-29 13:53,30.00,4.00,32.47,M,0.00
LXV,2024-11-29 14:53,30.00,5.00,33.99,10.35,0.00
LXV,2024-11-29 15:53,29.00,3.00,32.30,6.90,0.00
LXV,2024-11-29 16:53,22.00,3.00,43.20,11.50,0.00
LXV,2024-11-29 17:53,20.00,3.00,47.02,10.35,0.00
LXV,2024-11-29 18:53,18.00,-1.00,42.50,8.05,0.00
LXV,2024-11-29 19:53,17.00,-3.00,40.36,8.05,0.00
LXV,2024-11-29 20:53,13.00,-4.00,45.82,9.20,0.00
LXV,2024-11-29 21:53,17.00,-4.00,38.48,9.20,0.00
LXV,2024-11-29 22:53,19.00,-5.00,33.65,9.20,0.00
LXV,2024-11-29 23:53,19.00,-5.00,33.65,11.50,0.00
