station,valid,tmpf,dwpf,relh,sped,p01i
GFK,2024-11-24 10:53,29.00,23.00,77.98,3.45,0.00
GFK,2024-11-24 11:53,30.00,22.00,71.78,8.05,0.00
GFK,2024-11-24 12:53,30.00,22.00,71.78,4.60,0.00
GFK,2024-11-24 13:53,31.00,23.00,71.89,3.45,0.00
GFK,2024-11-24 14:53,31.00,23.00,71.89,4.60,0.00
GFK,2024-11-24 15:53,30.00,24.00,78.07,4.60,0.00
GFK,2024-11-24 16:53,30.00,24.00,78.07,5.75,0.00
GFK,2024-11-24 17:53,29.00,24.00,81.32,9.20,0.00
GFK,2024-11-24 18:53,29.00,24.00,81.32,8.05,0.00
GFK,2024-11-24 19:53,28.00,24.00,84.72,8.05,0.00
GFK,2024-11-24 20:53,28.00,24.00,84.72,13.80,0.00
GFK,2024-11-24 21:53,24.00,15.00,68.08,21.85,0.00
GFK,2024-11-24 22:53,22.00,14.00,70.88,14.95,0.00
GFK,2024-11-24 23:53,22.00,13.00,67.83,12.65,0.00
GFK,2024-11-25 00:53,20.00,12.00,70.65,16.10,0.00
GFK,2024-11-25 01:53,17.00,9.00,70.30,13.80,0.00
GFK,2024-11-25 02:53,16.00,8.00,70.18,13.80,0.00
GFK,2024-11-25 03:53,14.00,6.00,69.94,12.65,0.00
GFK,2024-11-25 04:53,13.00,5.00,69.82,12.65,0.00
GFK,2024-11-25 05:53,12.00,4.00,69.70,13.80,0.00
GFK,2024-11-25 06:53,11.00,4.00,72.86,9.20,0.00
GFK,2024-11-25 07:53,10.00,4.00,76.18,9.20,0.00
GFK,2024-11-25 08:53,12.00,4.00,69.70,12.65,0.00
GFK,2024-11-25 09:53,13.00,5.00,69.82,16.10,0.00
GFK,2024-11-25 10:53,16.00,6.00,64.09,16.10,0.00
GFK,2024-11-25 11:53,17.00,7.00,64.23,16.10,0.00
GFK,2024-11-25 12:53,18.00,8.00,64.37,14.95,0.00
GFK,2024-11-25 13:53,19.00,9.00,64.50,17.25,0.00
GFK,2024-11-25 14:53,19.00,8.00,61.66,17.25,0.00
GFK,2024-11-25 15:53,17.00,8.00,67.20,14.95,0.00
GFK,2024-11-25 16:53,14.00,6.00,69.94,10.35,0.00
GFK,2024-11-25 17:53,14.00,6.00,69.94,12.65,0.00
GFK,2024-11-25 18:53,12.00,5.00,72.97,9.20,0.00
GFK,2024-11-25 19:53,11.00,4.00,72.86,9.20,0.00
GFK,2024-11-25 20:53,12.00,5.00,72.97,12.65,0.00
GFK,2024-11-25 21:53,14.00,6.00,69.94,13.80,0.00
GFK,2024-11-25 22:53,15.00,7.00,70.06,14.95,0.00
GFK,2024-11-25 23:53,15.00,7.00,70.06,16.10,0.00
GFK,2024-11-26 00:53,15.00,8.00,73.30,13.80,0.00
GFK,2024-11-26 01:53,16.00,9.00,73.41,11.50,0.00
GFK,2024-11-26 02:53,16.00,10.00,76.77,13.80,0.00
GFK,2024-11-26 03:53,15.00,9.00,76.68,13.80,T
GFK,2024-11-26 04:53,14.00,9.00,80.10,12.65,T
GFK,2024-11-26 05:53,14.00,10.00,83.77,10.35,T
GFK,2024-11-26 06:53,14.00,10.00,83.77,10.35,T
GFK,2024-11-26 07:53,14.00,10.00,83.77,8.05,T
GFK,2024-11-26 08:53,13.00,10.00,87.54,8.05,T
GFK,2024-11-26 09:53,14.00,11.00,87.59,6.90,T
GFK,2024-11-26 10:53,16.00,13.00,87.70,4.60,T
GFK,2024-11-26 11:53,17.00,14.00,87.76,5.75,T
GFK,2024-11-26 12:53,18.00,15.00,87.81,0.00,T
GFK,2024-11-26 13:53,19.00,14.00,80.52,3.45,T
GFK,2024-11-26 14:53,19.00,14.00,80.52,4.60,T
GFK,2024-11-26 15:53,20.00,14.00,77.16,3.45,T
GFK,2024-11-26 16:53,19.00,14.00,80.52,0.00,T
GFK,2024-11-26 17:53,19.00,14.00,80.52,4.60,T
GFK,2024-11-26 18:53,19.00,13.00,77.06,5.75,T
GFK,2024-11-26 19:53,18.00,14.00,84.05,0.00,T
GFK,2024-11-26 20:53,18.00,13.00,80.44,4.60,T
GFK,2024-11-26 21:53,18.00,13.00,80.44,0.00,T
GFK,2024-11-26 22:53,18.00,13.00,80.44,3.45,T
GFK,2024-11-26 23:53,18.00,13.00,80.44,3.45,T
GFK,2024-11-27 00:53,17.00,13.00,83.98,4.60,0.00
GFK,2024-11-27 01:53,17.00,13.00,83.98,0.00,0.00
GFK,2024-11-27 02:53,16.00,13.00,87.70,4.60,0.00
GFK,2024-11-27 03:53,16.00,12.00,83.91,4.60,0.00
GFK,2024-11-27 04:53,15.00,12.00,87.65,3.45,0.00
GFK,2024-11-27 05:53,16.00,13.00,87.70,5.75,T
GFK,2024-11-27 06:53,16.00,12.00,83.91,6.90,T
GFK,2024-11-27 07:53,16.00,12.00,83.91,4.60,T
GFK,2024-11-27 08:53,16.00,12.00,83.91,4.60,0.01
GFK,2024-11-27 09:53,16.00,12.00,83.91,6.90,T
GFK,2024-11-27 10:53,16.00,12.00,83.91,6.90,T
GFK,2024-11-27 11:53,16.00,12.00,83.91,6.90,T
GFK,2024-11-27 12:53,16.00,11.00,80.27,9.20,T
GFK,2024-11-27 13:53,16.00,11.00,80.27,8.05,T
GFK,2024-11-27 14:53,17.00,11.00,76.87,5.75,T
GFK,2024-11-27 15:53,17.00,10.00,73.52,5.75,T
GFK,2024-11-27 16:53,17.00,10.00,73.52,0.00,T
GFK,2024-11-27 17:53,17.00,11.00,76.87,0.00,T
GFK,2024-11-27 18:53,17.00,11.00,76.87,3.45,T
GFK,2024-11-27 19:53,18.00,11.00,73.62,5.75,T
GFK,2024-11-27 20:53,18.00,11.00,73.62,4.60,T
GFK,2024-11-27 21:53,17.00,11.00,76.87,3.45,T
GFK,2024-11-27 22:53,18.00,12.00,76.97,4.60,T
GFK,2024-11-27 23:53,18.00,13.00,80.44,4.60,0.01
GFK,2024-11-28 00:53,18.00,13.00,80.44,5.75,T
GFK,2024-11-28 01:53,18.00,13.00,80.44,4.60,0.01
GFK,2024-11-28 02:53,18.00,13.00,80.44,6.90,T
GFK,2024-11-28 03:53,18.00,12.00,76.97,8.05,T
GFK,2024-11-28 04:53,17.00,11.00,76.87,14.95,T
GFK,2024-11-28 05:53,16.00,9.00,73.41,10.35,T
GFK,2024-11-28 06:53,15.00,8.00,73.30,14.95,T
GFK,2024-11-28 07:53,15.00,8.00,73.30,14.95,T
GFK,2024-11-28 08:53,15.00,9.00,76.68,16.10,T
GFK,2024-11-28 09:53,16.00,8.00,70.18,18.40,T
GFK,2024-11-28 10:53,16.00,8.00,70.18,18.40,T
GFK,2024-11-28 11:53,16.00,7.00,67.07,19.55,T
GFK,2024-11-28 12:53,16.00,8.00,70.18,18.40,T
GFK,2024-11-28 13:53,16.00,8.00,70.18,18.40,T
GFK,2024-11-28 14:53,16.00,7.00,67.07,17.25,T
GFK,2024-11-28 15:53,15.00,7.00,70.06,16.10,0.00
GFK,2024-11-28 16:53,14.00,4.00,63.82,17.25,0.00
GFK,2024-11-28 17:53,11.00,1.00,63.40,12.65,0.00
GFK,2024-11-28 18:53,12.00,2.00,63.54,14.95,0.00
GFK,2024-11-28 19:53,10.00,2.00,69.45,9.20,0.00
GFK,2024-11-28 20:53,10.00,-1.00,60.36,16.10,0.00
GFK,2024-11-28 21:53,9.00,-2.00,60.21,12.65,0.00
GFK,2024-11-28 22:53,7.00,-2.00,65.89,14.95,0.00
GFK,2024-11-28 23:53,7.00,-3.00,62.84,12.65,0.00
GFK,2024-11-29 00:53,6.00,-3.00,65.76,17.25,0.00
GFK,2024-11-29 01:53,4.00,-4.00,68.70,10.35,0.00
GFK,2024-11-29 02:53,3.00,-5.00,68.58,11.50,0.00
GFK,2024-11-29 03:53,4.00,-4.00,68.70,14.95,0.00
GFK,2024-11-29 04:53,4.00,-4.00,68.70,16.10,0.00
GFK,2024-11-29 05:53,3.00,-5.00,68.58,14.95,0.00
GFK,2024-11-29 06:53,3.00,-5.00,68.58,12.65,0.00
GFK,2024-11-29 07:53,3.00,-5.00,68.58,10.35,0.00
GFK,2024-11-29 08:53,3.00,-5.00,68.58,13.80,0.00
GFK,2024-11-29 09:53,2.00,-6.00,68.45,14.95,0.00
GFK,2024-11-29 10:53,4.00,-5.00,65.49,13.80,0.00
GFK,2024-11-29 11:53,6.00,-3.00,65.76,14.95,0.00
GFK,2024-11-29 12:53,7.00,-3.00,62.84,16.10,0.00
GFK,2024-11-29 13:53,8.00,-3.00,60.06,10.35,0.00
GFK,2024-11-29 14:53,8.00,-3.00,60.06,13.80,0.00
GFK,2024-11-29 15:53,6.00,-4.00,62.69,12.65,0.00
GFK,2024-11-29 16:53,3.00,-6.00,65.35,8.05,0.00
GFK,2024-11-29 17:53,0.00,-7.00,71.59,6.90,0.00
GFK,2024-11-29 18:53,0.00,-8.00,68.19,6.90,0.00
GFK,2024-11-29 19:53,-2.00,-9.00,71.35,6.90,0.00
GFK,2024-11-29 20:53,-2.00,-9.00,71.35,9.20,0.00
GFK,2024-11-29 21:53,-2.00,-10.00,67.93,10.35,0.00
GFK,2024-11-29 22:53,-4.00,-10.00,74.72,6.90,0.00
GFK,2024-11-29 23:53,-5.00,-11.00,74.61,6.90,0.00
