station,valid,tmpf,dwpf,relh,sped,p01i
LAF,2024-11-26 10:54,33.00,22.00,63.59,6.90,0.00
LAF,2024-11-26 11:54,36.00,22.00,56.42,8.05,0.00
LAF,2024-11-26 12:54,39.00,21.00,48.06,10.35,0.00
LAF,2024-11-26 13:54,41.00,22.00,46.39,8.05,0.00
LAF,2024-11-26 14:54,42.00,22.00,44.63,6.90,0.00
LAF,2024-11-26 15:54,42.00,21.00,42.78,10.35,0.00
LAF,2024-11-26 16:54,40.00,22.00,48.22,10.35,0.00
LAF,2024-11-26 17:54,38.00,22.00,52.14,3.45,0.00
LAF,2024-11-26 18:54,36.00,25.00,63.98,4.60,0.00
LAF,2024-11-26 19:54,36.00,25.00,63.98,0.00,0.00
LAF,2024-11-26 20:54,36.00,26.00,66.69,0.00,0.00
LAF,2024-11-26 21:54,34.00,28.00,78.43,0.00,0.00
LAF,2024-11-26 22:54,34.00,28.00,78.43,0.00,0.00
LAF,2024-11-26 23:54,34.00,30.00,85.11,0.00,0.00
LAF,2024-11-27 00:54,35.00,28.00,75.36,4.60,0.00
LAF,2024-11-27 01:54,34.00,28.00,78.43,0.00,0.00
LAF,2024-11-27 02:54,33.00,28.00,81.63,0.00,0.00
LAF,2024-11-27 03:54,34.00,28.00,78.43,0.00,0.00
LAF,2024-11-27 04:54,35.00,26.00,69.39,3.45,0.00
LAF,2024-11-27 05:54,34.00,27.00,75.26,3.45,0.00
LAF,2024-11-27 06:54,35.00,27.00,72.32,3.45,0.00
LAF,2024-11-27 07:54,35.00,27.00,72.32,3.45,0.00
LAF,2024-11-27 08:54,37.00,28.00,69.63,3.45,0.00
LAF,2024-11-27 09:54,39.00,29.00,67.06,4.60,0.00
LAF,2024-11-27 10:54,42.00,31.00,64.75,6.90,0.00
LAF,2024-11-27 11:54,44.00,31.00,59.97,6.90,0.00
LAF,2024-11-27 12:54,44.00,31.00,59.97,8.05,0.00
LAF,2024-11-27 13:54,44.00,32.00,62.44,3.45,0.00
LAF,2024-11-27 14:54,44.00,33.00,65.01,5.75,0.00
LAF,2024-11-27 15:54,39.00,36.00,88.87,5.75,0.06
LAF,2024-11-27 16:54,38.00,36.00,92.42,4.60,0.08
LAF,2024-11-27 17:54,38.00,36.00,92.42,4.60,0.09
LAF,2024-11-27 18:54,38.00,37.00,96.14,5.75,0.05
LAF,2024-11-27 19:54,38.00,38.00,100.00,0.00,0.05
LAF,2024-11-27 20:54,38.00,36.00,92.42,3.45,0.05
LAF,2024-11-27 21:54,37.00,36.00,96.13,4.60,0.04
LAF,2024-11-27 22:54,37.00,35.00,92.39,5.75,0.03
LAF,2024-11-27 23:54,36.00,35.00,96.11,0.00,0.02
LAF,2024-11-28 00:54,37.00,35.00,92.39,4.60,0.00
LAF,2024-11-28 01:54,37.00,36.00,96.13,4.60,0.00
LAF,2024-11-28 02:54,36.00,35.00,96.11,5.75,0.00
LAF,2024-11-28 03:54,34.00,32.00,92.29,6.90,0.00
LAF,2024-11-28 04:54,35.00,33.00,92.32,6.90,0.00
LAF,2024-11-28 05:54,36.00,34.00,92.35,4.60,0.00
LAF,2024-11-28 06:54,37.00,34.00,88.78,6.90,0.00
LAF,2024-11-28 07:54,36.00,33.00,88.73,11.50,0.00
LAF,2024-11-28 08:54,35.00,31.00,85.17,10.35,0.00
LAF,2024-11-28 09:54,34.00,31.00,88.63,10.35,0.00
LAF,2024-11-28 10:54,33.00,29.00,85.04,9.20,0.00
LAF,2024-11-28 11:54,34.00,29.00,81.71,9.20,0.00
LAF,2024-11-28 12:54,33.00,29.00,85.04,12.65,0.00
LAF,2024-11-28 13:54,33.00,27.00,78.34,10.35,0.00
LAF,2024-11-28 14:54,34.00,25.00,69.28,12.65,0.00
LAF,2024-11-28 15:54,32.00,24.00,72.00,11.50,0.00
LAF,2024-11-28 16:54,30.00,23.00,74.87,9.20,0.00
LAF,2024-11-28 17:54,29.00,21.00,71.67,12.65,0.00
LAF,2024-11-28 18:54,29.00,21.00,71.67,10.35,0.00
LAF,2024-11-28 19:54,29.00,21.00,71.67,12.65,0.00
LAF,2024-11-28 20:54,28.00,20.00,71.56,10.35,0.00
LAF,2024-11-28 21:54,28.00,21.00,74.67,9.20,0.00
LAF,2024-11-28 22:54,29.00,22.00,74.77,5.75,0.00
LAF,2024-11-28 23:54,30.00,23.00,74.87,8.05,0.00
LAF,2024-11-29 00:54,29.00,20.00,68.69,14.95,0.00
LAF,2024-11-29 01:54,29.00,20.00,68.69,11.50,0.00
LAF,2024-11-29 02:54,29.00,20.00,68.69,14.95,0.00
LAF,2024-11-29 03:54,26.00,18.00,71.33,12.65,0.00
LAF,2024-11-29 04:54,25.00,18.00,74.36,14.95,0.00
LAF,2024-11-29 05:54,24.00,17.00,74.26,16.10,0.00
LAF,2024-11-29 06:54,23.00,17.00,77.44,13.80,0.00
LAF,2024-11-29 07:54,25.00,15.00,65.30,14.95,0.00
LAF,2024-11-29 08:54,26.00,16.00,65.43,11.50,0.00
LAF,2024-11-29 09:54,25.00,16.00,68.20,17.25,0.00
LAF,2024-11-29 10:54,25.00,15.00,65.30,18.40,T
LAF,2024-11-29 11:54,25.00,15.00,65.30,18.40,T
LAF,2024-11-29 12:54,24.00,12.00,59.67,18.40,T
LAF,2024-11-29 13:54,22.00,11.00,62.09,16.10,0.00
LAF,2024-11-29 14:54,22.00,11.00,62.09,14.95,T
LAF,2024-11-29 15:54,22.00,10.00,59.38,14.95,0.00
LAF,2024-11-29 16:54,22.00,14.00,70.88,17.25,T
LAF,2024-11-29 17:54,22.00,11.00,62.09,13.80,T
LAF,2024-11-29 18:54,22.00,11.00,62.09,11.50,0.00
LAF,2024-11-29 19:54,19.00,11.00,70.53,8.05,0.00
LAF,2024-11-29 20:54,18.00,11.00,73.62,5.75,0.00
LAF,2024-11-29 21:54,17.00,11.00,76.87,6.90,0.00
LAF,2024-11-29 22:54,17.00,9.00,70.30,6.90,0.00
LAF,2024-11-29 23:54,16.00,9.00,73.41,4.60,0.00
